"","Country","Happiness_score","GDP_per_capita","Social_support","Healthy_life_expectancy","Freedom_to_make_life_choices","Generosity","Perceptions_of_corruption","continent","year"
"35","Italy","6.223","1.294","1.4880000000000002","1.0390000000000001","0.231","0.158","0.03","Europe","2019"
"138","Ivory Coast","3.9160000000000004","0.55506587","0.575758815","0.044759069000000005","0.406628996","0.203382105","0.155298561","Africa","2016"
"127","Ivory Coast","4.18","0.603","0.905","0.049","0.44799999999999995","0.201","0.13","Africa","2017"
"106","Ivory Coast","4.671","0.541","0.872","0.08","0.467","0.146","0.10300000000000001","Africa","2018"
"98","Ivory Coast","4.944","0.569","0.8079999999999999","0.23199999999999998","0.35200000000000004","0.154","0.09","Africa","2019"
"72","Jamaica","5.51","0.893330693","0.963718593","0.5946876999999999","0.435969591","0.222449809","0.042939640999999994","Americas","2016"
"75","Jamaica","5.311","0.9259999999999999","1.368","0.6409999999999999","0.474","0.23399999999999999","0.055","Americas","2017"
"55","Jamaica","5.89","0.8190000000000001","1.493","0.693","0.575","0.096","0.031","Americas","2018"
"55","Jamaica","5.89","0.831","1.4780000000000002","0.831","0.49","0.107","0.027999999999999997","Americas","2019"
"52","Japan","5.921","1.38007319","1.0605419870000001","0.9149106140000001","0.467606604","0.102243334","0.189853474","Asia","2016"
"50","Japan","5.92","1.4169999999999998","1.436","0.9129999999999999","0.506","0.121","0.16399999999999998","Asia","2017"
"53","Japan","5.915","1.294","1.462","0.988","0.5529999999999999","0.079","0.15","Asia","2018"
"57","Japan","5.886","1.327","1.419","1.088","0.445","0.069","0.14","Asia","2019"
"79","Jordan","5.303","0.996726453","0.862160563","0.607119262","0.360229939","0.14262212800000001","0.132970601","Asia","2016"
"73","Jordan","5.336","0.991","1.239","0.605","0.418","0.172","0.12","Asia","2017"
"89","Jordan","5.1610000000000005","0.8220000000000001","1.265","0.645","0.46799999999999997","0.13","0.134","Asia","2018"
"100","Jordan","4.906000000000001","0.8370000000000001","1.225","0.815","0.38299999999999995","0.11","0.13","Asia","2019"
"53","Kazakhstan","5.919","1.2294282909999998","0.955435932","0.573857725","0.40520218","0.150109679","0.111316212","Asia","2016"
"59","Kazakhstan","5.819","1.285","1.3840000000000001","0.606","0.43700000000000006","0.20199999999999999","0.11900000000000001","Asia","2017"
"59","Kazakhstan","5.79","1.143","1.516","0.631","0.45399999999999996","0.14800000000000002","0.121","Asia","2018"
"59","Kazakhstan","5.809","1.173","1.508","0.7290000000000001","0.41","0.146","0.096","Asia","2019"
"121","Kenya","4.356","0.5226711629999999","0.7623973490000001","0.301471651","0.405755043","0.41327792399999996","0.066859066","Africa","2016"
"111","Kenya","4.553","0.56","1.068","0.31","0.45299999999999996","0.445","0.065","Africa","2017"
"123","Kenya","4.41","0.493","1.048","0.45399999999999996","0.504","0.35200000000000004","0.055","Africa","2018"
"120","Kenya","4.5089999999999995","0.512","0.983","0.581","0.431","0.37200000000000005","0.053","Africa","2019"
"76","Kosovo","5.401","0.901451945","0.660622716","0.540003181","0.143963769","0.279919446","0.065471202","","2016"
"77","Kosovo","5.279","0.951","1.138","0.541","0.26","0.32","0.057","Europe","2017"
"65","Kosovo","5.662000000000001","0.855","1.23","0.578","0.44799999999999995","0.27399999999999997","0.023","Europe","2018"
"45","Kosovo","6.1","0.882","1.232","0.758","0.489","0.262","0.006","Europe","2019"
"40","Kuwait","6.239","1.617141366","0.877582967","0.635688484","0.431660771","0.159652606","0.23669172800000002","Asia","2016"
"38","Kuwait","6.105","1.633","1.26","0.632","0.496","0.228","0.215","Asia","2017"
"44","Kuwait","6.082999999999999","1.474","1.301","0.675","0.5539999999999999","0.16699999999999998","0.106","Asia","2018"
"50","Kuwait","6.021","1.5","1.319","0.8079999999999999","0.493","0.142","0.09699999999999999","Asia","2019"
"84","Kyrgyzstan","5.185","0.560443997","0.9543383120000001","0.554490626","0.40211921899999997","0.384315312","0.047621343","Asia","2016"
"97","Kyrgyzstan","5.004","0.596","1.3940000000000001","0.5529999999999999","0.455","0.429","0.039","Asia","2017"
"91","Kyrgyzstan","5.131","0.53","1.416","0.594","0.54","0.281","0.035","Asia","2018"
"85","Kyrgyzstan","5.261","0.551","1.4380000000000002","0.723","0.508","0.3","0.023","Asia","2019"
"67","Latvia","5.56","1.217876792","0.950254142","0.6395242210000001","0.279956311","0.17445315399999997","0.088895261","Europe","2016"
"53","Latvia","5.85","1.261","1.405","0.639","0.326","0.153","0.07400000000000001","Europe","2017"
"52","Latvia","5.933","1.148","1.454","0.6709999999999999","0.363","0.092","0.066","Europe","2018"
"52","Latvia","5.94","1.187","1.465","0.812","0.264","0.075","0.064","Europe","2019"
"92","Lebanon","5.129","1.122678638","0.641836703","0.7617095709999999","0.262280792","0.236933082","0.030606575","Asia","2016"
"87","Lebanon","5.225","1.075","1.13","0.735","0.289","0.264","0.038","Asia","2017"
"87","Lebanon","5.199","0.965","1.166","0.785","0.292","0.187","0.034","Asia","2018"
"90","Lebanon","5.197","0.987","1.224","0.815","0.21600000000000003","0.166","0.027000000000000003","Asia","2019"
"149","Liberia","3.622","0.107063256","0.503526747","0.23165465899999999","0.257483155","0.24062929999999996","0.048521545","Africa","2016"
"147","Liberia","3.533","0.11900000000000001","0.872","0.23","0.33299999999999996","0.267","0.039","Africa","2017"
"148","Liberia","3.495","0.076","0.858","0.267","0.419","0.20600000000000002","0.03","Africa","2018"
"140","Liberia","3.975","0.073","0.922","0.44299999999999995","0.37","0.233","0.033","Africa","2019"
"66","Libya","5.615","1.066875935","0.950764835","0.523042977","0.406719416","0.170868352","0.10339210199999999","Africa","2016"
"67","Libya","5.525","1.102","1.358","0.52","0.466","0.152","0.09300000000000001","Africa","2017"
"69","Libya","5.566","0.985","1.35","0.5529999999999999","0.496","0.11599999999999999","0.14800000000000002","Africa","2018"
"71","Libya","5.525","1.044","1.3030000000000002","0.6729999999999999","0.41600000000000004","0.133","0.152","Africa","2019"
"59","Lithuania","5.813","1.269200087","1.064109921","0.646744013","0.18928887","0.020247009","0.018196518999999998","Europe","2016"
"51","Lithuania","5.902","1.315","1.474","0.629","0.23399999999999999","0.01","0.012","Europe","2017"
"49","Lithuania","5.952000000000001","1.197","1.527","0.716","0.35","0.026000000000000002","0.006","Europe","2018"
"41","Lithuania","6.149","1.238","1.515","0.818","0.29100000000000004","0.043","0.042","Europe","2019"
"19","Luxembourg","6.871","1.69752419","1.039993048","0.845419347","0.548702359","0.275711238","0.353293061","Europe","2016"
"17","Luxembourg","6.8629999999999995","1.742","1.4580000000000002","0.845","0.597","0.28300000000000003","0.319","Europe","2017"
"16","Luxembourg","6.91","1.5759999999999998","1.52","0.8959999999999999","0.632","0.196","0.321","Europe","2018"
"13","Luxembourg","7.09","1.609","1.479","1.012","0.526","0.19399999999999998","0.316","Europe","2019"
"94","Macedonia","5.121","1.019297957","0.782356858","0.64737922","0.276682049","0.235072523","0.070470847","Europe","2016"
"91","Macedonia","5.175","1.065","1.208","0.645","0.326","0.254","0.06","Europe","2017"
"88","Macedonia","5.185","0.9590000000000001","1.239","0.691","0.39399999999999996","0.17300000000000001","0.052000000000000005","Europe","2018"
"83","Macedonia","5.274","0.983","1.294","0.838","0.345","0.185","0.034","Europe","2019"
"147","Madagascar","3.695","0.279543608","0.46115467","0.371090263","0.13683778","0.22039766600000002","0.075058505","Africa","2016"
"143","Madagascar","3.6439999999999997","0.306","0.9129999999999999","0.375","0.18899999999999997","0.209","0.067","Africa","2017"
"142","Madagascar","3.7739999999999996","0.262","0.9079999999999999","0.402","0.221","0.155","0.049","Africa","2018"
"142","Madagascar","3.9330000000000003","0.27399999999999997","0.9159999999999999","0.555","0.14800000000000002","0.16899999999999998","0.040999999999999995","Africa","2019"
"131","Malawi","4.156000000000001","0.08709395699999999","0.147002205","0.293644875","0.41430172299999996","0.309678584","0.075636759","Africa","2016"
"135","Malawi","3.97","0.233","0.513","0.315","0.467","0.287","0.073","Africa","2017"
"146","Malawi","3.5869999999999997","0.18600000000000003","0.541","0.306","0.531","0.21","0.08","Africa","2018"
"149","Malawi","3.41","0.191","0.56","0.495","0.44299999999999995","0.218","0.08900000000000001","Africa","2019"
"46","Malaysia","6.005","1.251420617","0.880245805","0.6236553189999999","0.390308052","0.41473585399999996","0.090813398","Asia","2016"
"41","Malaysia","6.084","1.291","1.285","0.619","0.402","0.41700000000000004","0.066","Asia","2017"
"34","Malaysia","6.322","1.161","1.258","0.669","0.35600000000000004","0.311","0.059000000000000004","Asia","2018"
"79","Malaysia","5.3389999999999995","1.2209999999999999","1.171","0.828","0.508","0.26","0.024","Asia","2019"
"134","Mali","4.073","0.312924176","0.863327265","0.163471952","0.275439262","0.210641325","0.13646628","Africa","2016"
"126","Mali","4.19","0.47600000000000003","1.281","0.16899999999999998","0.307","0.183","0.105","Africa","2017"
"117","Mali","4.447","0.37","1.2329999999999999","0.152","0.36700000000000005","0.139","0.055999999999999994","Africa","2018"
"127","Mali","4.39","0.385","1.105","0.308","0.327","0.153","0.052000000000000005","Africa","2019"
"29","Malta","6.4879999999999995","1.3078153129999999","1.0987920759999998","0.8031540509999999","0.549941838","0.56236583","0.17554386","Europe","2016"
"26","Malta","6.527","1.3430000000000002","1.4880000000000002","0.8220000000000001","0.589","0.575","0.153","Europe","2017"
"21","Malta","6.627000000000001","1.27","1.525","0.884","0.645","0.376","0.142","Europe","2018"
"21","Malta","6.726","1.3","1.52","0.9990000000000001","0.564","0.375","0.151","Europe","2019"
"129","Mauritania","4.2010000000000005","0.613908052","0.8414196970000001","0.286394596","0.126799494","0.226863608","0.179548815","Africa","2016"
"122","Mauritania","4.292","0.648","1.272","0.285","0.096","0.20199999999999999","0.13699999999999998","Africa","2017"
"125","Mauritania","4.356","0.557","1.245","0.292","0.129","0.134","0.09300000000000001","Africa","2018"
"121","Mauritania","4.49","0.57","1.167","0.489","0.066","0.106","0.08800000000000001","Africa","2019"
"65","Mauritius","5.648","1.143722653","0.7569501999999999","0.661886156","0.46144712","0.36951062100000004","0.052029993","Africa","2016"
"63","Mauritius","5.629","1.189","1.21","0.638","0.491","0.361","0.042","Africa","2017"
"54","Mauritius","5.891","1.09","1.3869999999999998","0.684","0.584","0.245","0.05","Africa","2018"
"56","Mauritius","5.888","1.12","1.402","0.7979999999999999","0.498","0.215","0.06","Africa","2019"
"20","Mexico","6.778","1.115080833","0.7146037820000001","0.711434186","0.377086431","0.117354617","0.18354722899999998","Americas","2016"
"24","Mexico","6.577999999999999","1.153","1.2109999999999999","0.71","0.413","0.121","0.133","Americas","2017"
"23","Mexico","6.4879999999999995","1.038","1.252","0.7609999999999999","0.479","0.069","0.095","Americas","2018"
"22","Mexico","6.595","1.07","1.3230000000000002","0.861","0.433","0.07400000000000001","0.073","Americas","2019"
"54","Moldova","5.897","0.6917694209999999","0.831317425","0.523085415","0.252024621","0.199973464","0.019030778","Europe","2016"
"55","Moldova","5.837999999999999","0.7290000000000001","1.252","0.589","0.24100000000000002","0.209","0.01","Europe","2017"
"66","Moldova","5.64","0.657","1.301","0.62","0.23199999999999998","0.171","0.0","Europe","2018"
"70","Moldova","5.529","0.685","1.328","0.7390000000000001","0.245","0.18100000000000002","0.0","Europe","2019"
"100","Mongolia","4.907","0.988527238","1.089830875","0.554693222","0.35971877","0.345385551","0.032850172000000004","Asia","2016"
"99","Mongolia","4.955","1.0270000000000001","1.493","0.5579999999999999","0.39399999999999996","0.33799999999999997","0.033","Asia","2017"
"93","Mongolia","5.125","0.914","1.517","0.575","0.395","0.253","0.032","Asia","2018"
"82","Mongolia","5.285","0.948","1.531","0.667","0.317","0.235","0.038","Asia","2019"
"87","Montenegro","5.1610000000000005","1.078377247","0.7417290809999999","0.635325789","0.151106626","0.171912715","0.12721251","Europe","2016"
"82","Montenegro","5.237","1.121","1.238","0.667","0.195","0.198","0.08800000000000001","Europe","2017"
"80","Montenegro","5.347","1.0170000000000001","1.2790000000000001","0.7290000000000001","0.259","0.111","0.081","Europe","2018"
"72","Montenegro","5.523","1.051","1.361","0.871","0.19699999999999998","0.142","0.08","Europe","2019"
"89","Morocco","5.151","0.840575635","0.38595461799999997","0.594714701","0.25646254399999996","0.040528033","0.08404255699999999","Africa","2016"
"83","Morocco","5.235","0.878","0.775","0.598","0.408","0.032","0.08800000000000001","Africa","2017"
"84","Morocco","5.254","0.779","0.797","0.669","0.46","0.026000000000000002","0.07400000000000001","Africa","2018"
"88","Morocco","5.207999999999999","0.8009999999999999","0.782","0.782","0.418","0.036000000000000004","0.076","Africa","2019"
"118","Myanmar","4.395","0.341123313","0.6998114590000001","0.398799539","0.42691922200000004","0.8197111490000001","0.202434525","Asia","2016"
"113","Myanmar","4.545","0.36700000000000005","1.123","0.39799999999999996","0.514","0.838","0.18899999999999997","Asia","2017"
"129","Myanmar","4.308","0.682","1.1740000000000002","0.429","0.58","0.598","0.17800000000000002","Asia","2018"
"130","Myanmar","4.36","0.71","1.181","0.555","0.525","0.5660000000000001","0.172","Asia","2019"
"112","Namibia","4.574","0.9328721170000001","0.703617692","0.34745428","0.486137927","0.07794962799999999","0.103975952","Africa","2016"
"110","Namibia","4.574","0.9640000000000001","1.0979999999999999","0.33899999999999997","0.52","0.077","0.09300000000000001","Africa","2017"
"118","Namibia","4.441","0.8740000000000001","1.281","0.365","0.519","0.051","0.064","Africa","2018"
"112","Namibia","4.638999999999999","0.879","1.3130000000000002","0.47700000000000004","0.401","0.07","0.055999999999999994","Africa","2019"
"106","Nepal","4.793","0.446257055","0.6969850059999999","0.500729203","0.370115995","0.381596237","0.070081405","Asia","2016"
"98","Nepal","4.962","0.48","1.179","0.504","0.44","0.39399999999999996","0.073","Asia","2017"
"100","Nepal","4.88","0.425","1.228","0.539","0.526","0.302","0.078","Asia","2018"
"99","Nepal","4.913","0.446","1.226","0.677","0.439","0.285","0.08900000000000001","Asia","2019"
"6","Netherlands","7.3389999999999995","1.46468389","1.02912271","0.812308967","0.552113593","0.474157631","0.29926806699999997","Europe","2016"
"5","Netherlands","7.377000000000001","1.504","1.429","0.8109999999999999","0.585","0.47","0.28300000000000003","Europe","2017"
"5","Netherlands","7.441","1.361","1.4880000000000002","0.878","0.638","0.33299999999999996","0.295","Europe","2018"
"4","Netherlands","7.4879999999999995","1.396","1.5219999999999998","0.9990000000000001","0.557","0.322","0.298","Europe","2019"
"7","New Zealand","7.334","1.3606619830000002","1.1727817059999999","0.8309572340000001","0.581473291","0.494010955","0.419043779","Oceania","2016"
"7","New Zealand","7.314","1.406","1.548","0.8170000000000001","0.614","0.5","0.38299999999999995","Oceania","2017"
"7","New Zealand","7.324","1.268","1.601","0.8759999999999999","0.669","0.365","0.389","Oceania","2018"
"7","New Zealand","7.307","1.3030000000000002","1.557","1.026","0.585","0.33","0.38","Oceania","2019"
"47","Nicaragua","5.992000000000001","0.693838418","0.895209551","0.652131021","0.46582359100000004","0.29773226399999997","0.162916645","Americas","2016"
"42","Nicaragua","6.071000000000001","0.737","1.287","0.653","0.44799999999999995","0.302","0.131","Americas","2017"
"40","Nicaragua","6.141","0.6679999999999999","1.319","0.7","0.527","0.20800000000000002","0.128","Americas","2018"
"44","Nicaragua","6.105","0.6940000000000001","1.325","0.835","0.435","0.2","0.127","Americas","2019"
"141","Niger","3.8560000000000003","0.1327025","0.605297446","0.261615485","0.3804079","0.209700525","0.171763912","Africa","2016"
"134","Niger","4.0280000000000005","0.162","0.993","0.26899999999999996","0.364","0.22899999999999998","0.139","Africa","2017"
"133","Niger","4.166","0.131","0.867","0.221","0.39","0.175","0.099","Africa","2018"
"113","Niger","4.628","0.138","0.774","0.366","0.318","0.188","0.102","Africa","2019"
"102","Nigeria","4.875","0.7521632309999999","0.644979417","0.05107902","0.278538823","0.232186615","0.030501827999999998","Africa","2016"
"94","Nigeria","5.074","0.784","1.216","0.057","0.395","0.231","0.026000000000000002","Africa","2017"
"90","Nigeria","5.155","0.6890000000000001","1.172","0.048","0.462","0.201","0.032","Africa","2018"
"84","Nigeria","5.265","0.696","1.111","0.245","0.426","0.215","0.040999999999999995","Africa","2019"
"3","Norway","7.497999999999999","1.577440143","1.126895666","0.795789361","0.596085906","0.378948092","0.357757896","Europe","2016"
"0","Norway","7.537000000000001","1.6159999999999999","1.534","0.797","0.635","0.36200000000000004","0.316","Europe","2017"
"1","Norway","7.593999999999999","1.456","1.5819999999999999","0.861","0.6859999999999999","0.28600000000000003","0.34","Europe","2018"
"2","Norway","7.553999999999999","1.4880000000000002","1.5819999999999999","1.028","0.603","0.271","0.341","Europe","2019"
"91","Pakistan","5.132000000000001","0.688163638","0.261352569","0.403063834","0.146219745","0.311846018","0.138804361","Asia","2016"
"79","Pakistan","5.269","0.727","0.6729999999999999","0.402","0.235","0.315","0.124","Asia","2017"
"74","Pakistan","5.472","0.652","0.81","0.424","0.33399999999999996","0.21600000000000003","0.113","Asia","2018"
"66","Pakistan","5.653","0.677","0.8859999999999999","0.535","0.313","0.22","0.098","Asia","2019"
"107","Palestinian Territories","4.754","0.670235455","0.7162941690000001","0.568437994","0.17743876600000003","0.111536279","0.106133856","Asia","2016"
"102","Palestinian Territories","4.775","0.716","1.156","0.5660000000000001","0.255","0.114","0.08900000000000001","Asia","2017"
"103","Palestinian Territories","4.743","0.642","1.217","0.602","0.266","0.086","0.076","Asia","2018"
"109","Palestinian Territories","4.696000000000001","0.657","1.247","0.672","0.225","0.10300000000000001","0.066","Asia","2019"
"24","Panama","6.7010000000000005","1.183057308","0.9891213179999999","0.7083465459999999","0.489274472","0.241801292","0.08422975199999999","Americas","2016"
"29","Panama","6.452000000000001","1.234","1.3730000000000002","0.706","0.55","0.21100000000000002","0.071","Americas","2017"
"26","Panama","6.43","1.112","1.4380000000000002","0.759","0.597","0.125","0.063","Americas","2018"
"30","Panama","6.321000000000001","1.149","1.442","0.91","0.516","0.109","0.054000000000000006","Americas","2019"
"69","Paraguay","5.537999999999999","0.893729806","1.111106753","0.582954884","0.46235162","0.25295805899999996","0.073959857","Americas","2016"
"69","Paraguay","5.492999999999999","0.9329999999999999","1.507","0.579","0.474","0.22399999999999998","0.091","Americas","2017"
"63","Paraguay","5.681","0.835","1.5219999999999998","0.615","0.541","0.162","0.07400000000000001","Americas","2018"
"62","Paraguay","5.742999999999999","0.855","1.475","0.777","0.514","0.184","0.08","Americas","2019"
"63","Peru","5.742999999999999","0.9960178140000001","0.8125536440000001","0.629942834","0.37501683799999996","0.145270541","0.052919939000000006","Americas","2016"
"62","Peru","5.715","1.035","1.219","0.63","0.45","0.127","0.047","Americas","2017"
"64","Peru","5.662999999999999","0.934","1.249","0.674","0.53","0.092","0.034","Americas","2018"
"64","Peru","5.697","0.96","1.274","0.8540000000000001","0.455","0.083","0.027000000000000003","Americas","2019"
"81","Philippines","5.279","0.8121714590000001","0.87877202","0.47035658399999997","0.548538148","0.216740772","0.11756789699999999","Asia","2016"
"71","Philippines","5.43","0.858","1.254","0.46799999999999997","0.585","0.19399999999999998","0.099","Asia","2017"
"70","Philippines","5.524","0.775","1.3119999999999998","0.513","0.643","0.12","0.105","Asia","2018"
"68","Philippines","5.631","0.807","1.2930000000000001","0.657","0.5579999999999999","0.11699999999999999","0.107","Asia","2019"
"56","Poland","5.835","1.245846987","1.04684782","0.6905810240000001","0.45190239","0.144434735","0.054995815999999996","Europe","2016"
"45","Poland","5.973","1.2919999999999998","1.446","0.6990000000000001","0.52","0.158","0.059000000000000004","Europe","2017"
"41","Poland","6.122999999999999","1.176","1.4480000000000002","0.7809999999999999","0.546","0.10800000000000001","0.064","Europe","2018"
"39","Poland","6.182","1.206","1.4380000000000002","0.884","0.483","0.11699999999999999","0.05","Europe","2019"
"93","Portugal","5.122999999999999","1.276074409","0.943668902","0.7936257720000001","0.44726511799999996","0.11690641199999999","0.015205773","Europe","2016"
"88","Portugal","5.195","1.315","1.367","0.7959999999999999","0.498","0.095","0.016","Europe","2017"
"76","Portugal","5.41","1.188","1.429","0.884","0.562","0.055","0.017","Europe","2018"
"65","Portugal","5.693","1.2209999999999999","1.431","0.9990000000000001","0.508","0.047","0.025","Europe","2019"
"35","Qatar","6.375","1.824265599","0.8796373009999999","0.7172298429999999","0.566785216","0.323877066","0.480493426","Asia","2016"
"34","Qatar","6.375","1.871","1.274","0.71","0.604","0.33","0.439","Asia","2017"
"31","Qatar","6.374","1.649","1.3030000000000002","0.748","0.654","0.256","0.171","Asia","2018"
"28","Qatar","6.374","1.6840000000000002","1.3130000000000002","0.871","0.555","0.22","0.16699999999999998","Asia","2019"
"70","Romania","5.528","1.169700027","0.728026032","0.67602092","0.367121756","0.128893197","0.006788756","Europe","2016"
"56","Romania","5.825","1.218","1.15","0.685","0.457","0.134","0.004","Europe","2017"
"51","Romania","5.945","1.1159999999999999","1.219","0.726","0.528","0.08800000000000001","0.001","Europe","2018"
"47","Romania","6.07","1.162","1.232","0.825","0.462","0.083","0.005","Europe","2019"
"55","Russia","5.856","1.232281923","1.052608132","0.589905679","0.32681721399999997","0.02736127","0.035856802","Europe","2016"
"48","Russia","5.962999999999999","1.2819999999999998","1.469","0.547","0.374","0.052000000000000005","0.033","Europe","2017"
"58","Russia","5.81","1.151","1.479","0.599","0.39899999999999997","0.065","0.025","Europe","2018"
"67","Russia","5.648","1.183","1.452","0.726","0.33399999999999996","0.08199999999999999","0.031","Europe","2019"
"151","Rwanda","3.515","0.32846111100000003","0.615862489","0.31865021600000004","0.543197215","0.235517174","0.505208671","Africa","2016"
"150","Rwanda","3.471","0.369","0.946","0.326","0.5820000000000001","0.253","0.455","Africa","2017"
"150","Rwanda","3.408","0.332","0.8959999999999999","0.4","0.636","0.2","0.444","Africa","2018"
"151","Rwanda","3.3339999999999996","0.359","0.711","0.614","0.555","0.217","0.41100000000000003","Africa","2019"
"33","Saudi Arabia","6.379","1.4895263909999998","0.8482907409999999","0.5926672820000001","0.379041046","0.154574409","0.300076246","Asia","2016"
"36","Saudi Arabia","6.343999999999999","1.531","1.287","0.59","0.45","0.14800000000000002","0.273","Asia","2017"
"32","Saudi Arabia","6.371","1.379","1.331","0.633","0.509","0.098","0.127","Asia","2018"
"27","Saudi Arabia","6.375","1.403","1.357","0.795","0.439","0.08","0.132","Asia","2019"
"127","Senegal","4.218999999999999","0.44313702","0.77415967","0.404569447","0.310557932","0.19103384","0.116809212","Africa","2016"
"114","Senegal","4.535","0.479","1.18","0.409","0.37799999999999995","0.183","0.115","Africa","2017"
"108","Senegal","4.631","0.429","1.117","0.433","0.406","0.138","0.08199999999999999","Africa","2018"
"110","Senegal","4.681","0.45","1.1340000000000001","0.5710000000000001","0.292","0.153","0.07200000000000001","Africa","2019"
"85","Serbia","5.1770000000000005","1.034370899","0.813292861","0.645801246","0.157181978","0.20736517","0.043391395","Europe","2016"
"72","Serbia","5.395","1.069","1.258","0.6509999999999999","0.209","0.22","0.040999999999999995","Europe","2017"
"77","Serbia","5.398","0.975","1.369","0.685","0.28800000000000003","0.134","0.043","Europe","2018"
"69","Serbia","5.603","1.004","1.383","0.8540000000000001","0.282","0.13699999999999998","0.039","Europe","2019"
"110","Sierra Leone","4.635","0.364854157","0.6280034179999999","0.0","0.306851208","0.238972127","0.081962265","Africa","2016"
"105","Sierra Leone","4.709","0.368","0.9840000000000001","0.006","0.319","0.293","0.071","Africa","2017"
"112","Sierra Leone","4.571000000000001","0.256","0.813","0.0","0.355","0.23800000000000002","0.053","Africa","2018"
"128","Sierra Leone","4.374","0.268","0.841","0.242","0.309","0.252","0.045","Africa","2019"
"21","Singapore","6.739","1.6455464359999998","0.8675758240000001","0.9471881990000001","0.48769936","0.327062637","0.469869375","Asia","2016"
"25","Singapore","6.572","1.692","1.354","0.9490000000000001","0.55","0.34600000000000003","0.46399999999999997","Asia","2017"
"33","Singapore","6.343","1.5290000000000001","1.4509999999999998","1.008","0.631","0.261","0.457","Asia","2018"
"33","Singapore","6.2620000000000005","1.5719999999999998","1.463","1.141","0.556","0.271","0.45299999999999996","Asia","2019"
"44","Slovakia","6.077999999999999","1.279725552","1.082675695","0.703670502","0.233906135","0.138371661","0.029473192999999998","Europe","2016"
"39","Slovakia","6.098","1.325","1.505","0.713","0.29600000000000004","0.13699999999999998","0.024","Europe","2017"
"38","Slovakia","6.172999999999999","1.21","1.537","0.7759999999999999","0.354","0.11800000000000001","0.013999999999999999","Europe","2018"
"37","Slovakia","6.1979999999999995","1.246","1.504","0.8809999999999999","0.33399999999999996","0.121","0.013999999999999999","Europe","2019"
"62","Slovenia","5.768","1.29946506","1.056134582","0.791508019","0.531639218","0.257384598","0.036349814","Europe","2016"
"61","Slovenia","5.757999999999999","1.341","1.453","0.7909999999999999","0.573","0.243","0.045","Europe","2017"
"50","Slovenia","5.9479999999999995","1.219","1.506","0.856","0.633","0.16","0.051","Europe","2018"
"43","Slovenia","6.117999999999999","1.258","1.5230000000000001","0.953","0.564","0.14400000000000002","0.057","Europe","2019"
"75","Somalia","5.44","0.0","0.336134076","0.114662275","0.567781329","0.272246689","0.311798036","Africa","2016"
"92","Somalia","5.151","0.023","0.721","0.114","0.602","0.292","0.282","Africa","2017"
"97","Somalia","4.982","0.0","0.7120000000000001","0.115","0.674","0.23800000000000002","0.282","Africa","2018"
"111","Somalia","4.668","0.0","0.698","0.268","0.5589999999999999","0.243","0.27","Africa","2019"
"115","South Africa","4.459","1.024164915","0.960533559","0.18610996","0.424825251","0.136563376","0.08415438199999999","Africa","2016"
"100","South Africa","4.829","1.055","1.385","0.187","0.479","0.139","0.073","Africa","2017"
"104","South Africa","4.724","0.94","1.41","0.33","0.516","0.10300000000000001","0.055999999999999994","Africa","2018"
"105","South Africa","4.7219999999999995","0.96","1.351","0.469","0.389","0.13","0.055","Africa","2019"
"57","South Korea","5.835","1.359476805","0.7219352720000001","0.886448503","0.251680881","0.18823616199999998","0.077156268","Asia","2016"
"54","South Korea","5.837999999999999","1.402","1.128","0.9","0.258","0.207","0.063","Asia","2017"
"56","South Korea","5.875","1.266","1.204","0.955","0.244","0.175","0.051","Asia","2018"
"53","South Korea","5.895","1.301","1.219","1.036","0.159","0.175","0.055999999999999994","Asia","2019"
"142","South Sudan","3.832","0.39393636600000004","0.185187027","0.157813624","0.19662497899999998","0.258987993","0.13015157","Africa","2016"
"146","South Sudan","3.591","0.397","0.601","0.163","0.147","0.28600000000000003","0.11699999999999999","Africa","2017"
"153","South Sudan","3.2539999999999996","0.337","0.608","0.177","0.11199999999999999","0.22399999999999998","0.106","Africa","2018"
"155","South Sudan","2.853","0.306","0.575","0.295","0.01","0.20199999999999999","0.091","Africa","2019"
"36","Spain","6.361000000000001","1.342530847","1.129446745","0.878959715","0.37544730299999995","0.17664977899999998","0.061372794","Europe","2016"
"33","Spain","6.403","1.3840000000000001","1.5319999999999998","0.889","0.409","0.19","0.071","Europe","2017"
"35","Spain","6.31","1.251","1.538","0.965","0.449","0.142","0.07400000000000001","Europe","2018"
"29","Spain","6.354","1.286","1.484","1.062","0.36200000000000004","0.153","0.079","Europe","2019"
"116","Sri Lanka","4.415","0.9731776120000001","0.8478294609999999","0.620068312","0.508171797","0.46978291899999997","0.079638049","Asia","2016"
"119","Sri Lanka","4.44","1.01","1.26","0.625","0.561","0.491","0.07400000000000001","Asia","2017"
"115","Sri Lanka","4.471","0.9179999999999999","1.314","0.672","0.585","0.307","0.05","Asia","2018"
"129","Sri Lanka","4.3660000000000005","0.9490000000000001","1.265","0.831","0.47","0.244","0.047","Asia","2019"
"9","Sweden","7.291","1.45181036","1.087640166","0.8312124009999999","0.5821848510000001","0.382537901","0.408665925","Europe","2016"
"8","Sweden","7.284","1.494","1.4780000000000002","0.831","0.613","0.385","0.384","Europe","2017"
"8","Sweden","7.314","1.355","1.501","0.9129999999999999","0.659","0.285","0.38299999999999995","Europe","2018"
